,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
63889,85053,i50VGo0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-116,1,EquationAnswer,01:30.0,01:50.0,01:50.0,01:50.0,20,20,,1,0,0,1,Calculate part in proportion with fractions,6
63913,85077,i50VGo0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-162,1,EquationAnswer,20:05.0,20:25.0,21:07.0,21:07.0,35,,35,0,1,0,1,Calculate part in proportion with fractions,7
63937,85101,i50VGo0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-073,1,EquationAnswer,24:50.0,25:30.0,25:30.0,25:30.0,40,40,,1,0,0,1,Calculate part in proportion with fractions,8
63957,85121,i50VGo0,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-155,1,EquationAnswer,30:04.0,30:12.0,30:12.0,30:12.0,8,8,,1,0,0,1,Calculate part in proportion with fractions,9
66263,87831,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,45:05.0,45:12.0,45:23.0,45:23.0,12,,12,0,1,1,1,Calculate part in proportion with fractions,1
66276,87844,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-010,1,EquationAnswer,48:08.0,48:13.0,48:35.0,48:35.0,17,,17,0,2,0,1,Calculate part in proportion with fractions,2
66288,87856,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-111,1,EquationAnswer,52:55.0,52:57.0,52:57.0,52:57.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,3
66327,87895,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-034,1,EquationAnswer,00:18.0,00:21.0,00:27.0,00:27.0,7,,7,0,1,0,1,Calculate part in proportion with fractions,4
66353,87921,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-103,1,EquationAnswer,03:02.0,03:05.0,03:19.0,03:19.0,12,,12,0,2,1,1,Calculate part in proportion with fractions,5
66379,87947,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-113,1,EquationAnswer,06:57.0,07:00.0,07:00.0,07:00.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,6
66405,87973,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-011,1,EquationAnswer,10:32.0,11:31.0,11:31.0,11:31.0,59,59,,1,0,0,1,Calculate part in proportion with fractions,7
66429,87997,ks545SC,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-131,1,EquationAnswer,14:09.0,14:12.0,14:12.0,14:12.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,8
76289,101302,Sgkn3l2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,35:54.0,35:57.0,35:57.0,35:57.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,1
76311,101324,Sgkn3l2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-120,1,EquationAnswer,43:38.0,43:44.0,45:31.0,45:31.0,33,,33,0,2,0,1,Calculate part in proportion with fractions,2
76334,101347,Sgkn3l2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-182,1,EquationAnswer,45:26.0,46:29.0,46:29.0,46:29.0,63,63,,1,0,0,1,Calculate part in proportion with fractions,3
76350,101363,Sgkn3l2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-113,1,EquationAnswer,51:04.0,51:08.0,51:17.0,51:17.0,13,,13,0,2,0,1,Calculate part in proportion with fractions,4
76370,101383,Sgkn3l2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-163,1,EquationAnswer,53:05.0,53:16.0,53:16.0,53:16.0,11,11,,1,0,0,1,Calculate part in proportion with fractions,5
76382,101395,Sgkn3l2,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-137,1,EquationAnswer,54:08.0,54:17.0,54:17.0,54:17.0,9,9,,1,0,0,1,Calculate part in proportion with fractions,6
78739,104785,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,18:56.0,18:59.0,18:59.0,18:59.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,1
78776,104822,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-180,1,EquationAnswer,23:11.0,23:13.0,23:13.0,23:13.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,2
78800,104846,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-094,1,EquationAnswer,25:31.0,25:33.0,25:33.0,25:33.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,3
78812,104858,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-113,1,EquationAnswer,26:47.0,26:49.0,26:49.0,26:49.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,4
78836,104882,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-162,1,EquationAnswer,29:08.0,29:10.0,29:10.0,29:10.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,5
78860,104906,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-040,1,EquationAnswer,30:30.0,30:33.0,30:33.0,30:33.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,6
78872,104918,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-025,1,EquationAnswer,31:10.0,31:12.0,31:12.0,31:12.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,7
78908,104954,Vd9xmeb,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-122,1,EquationAnswer,33:08.0,33:10.0,33:10.0,33:10.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,8
82886,110539,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,45:52.0,46:07.0,46:07.0,46:07.0,15,15,,1,0,0,1,Calculate part in proportion with fractions,1
82914,110567,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-128,1,EquationAnswer,51:41.0,51:44.0,51:44.0,51:44.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,2
82941,110594,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-182,1,EquationAnswer,48:01.0,48:06.0,49:41.0,49:41.0,35,,35,0,4,2,1,Calculate part in proportion with fractions,3
82965,110618,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-190,1,EquationAnswer,53:12.0,53:18.0,53:18.0,53:18.0,6,6,,1,0,0,1,Calculate part in proportion with fractions,4
83003,110656,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-137,1,EquationAnswer,01:36.0,01:48.0,01:48.0,01:48.0,12,12,,1,0,0,1,Calculate part in proportion with fractions,5
83027,110680,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-172,1,EquationAnswer,12:48.0,12:51.0,12:51.0,12:51.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,6
83051,110704,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-150,1,EquationAnswer,16:40.0,16:42.0,16:42.0,16:42.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,7
83063,110716,zd9SY9L,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-029,1,EquationAnswer,17:18.0,17:25.0,17:25.0,17:25.0,7,7,,1,0,0,1,Calculate part in proportion with fractions,8
85507,113969,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,37:05.0,37:27.0,37:44.0,37:44.0,30,,30,0,1,0,1,Calculate part in proportion with fractions,1
85520,113982,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-163,1,EquationAnswer,40:17.0,40:20.0,40:20.0,40:20.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,2
85556,114018,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-157,1,EquationAnswer,43:00.0,43:02.0,43:02.0,43:02.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,3
85568,114030,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-135,1,EquationAnswer,43:55.0,43:59.0,43:59.0,43:59.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,4
85616,114078,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-120,1,EquationAnswer,47:13.0,47:14.0,47:14.0,47:14.0,1,1,,1,0,0,1,Calculate part in proportion with fractions,5
85628,114090,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-044,1,EquationAnswer,48:02.0,48:05.0,48:05.0,48:05.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,6
85640,114102,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-193,1,EquationAnswer,49:07.0,49:09.0,49:09.0,49:09.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,7
85676,114138,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-009,1,EquationAnswer,51:46.0,51:50.0,51:50.0,51:50.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,8
85688,114150,0I891Gg,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-036,1,EquationAnswer,52:38.0,52:40.0,52:40.0,52:40.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,9
91528,121785,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,26:18.0,26:21.0,26:34.0,26:34.0,11,,11,0,1,1,1,Calculate part in proportion with fractions,1
91542,121799,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-193,2,EquationAnswer,29:01.0,29:06.0,30:09.0,30:09.0,13,,13,0,2,0,1,Calculate part in proportion with fractions,2
91569,121826,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-129,1,EquationAnswer,34:26.0,34:36.0,34:36.0,34:36.0,10,10,,1,0,0,1,Calculate part in proportion with fractions,3
91593,121850,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-017,1,EquationAnswer,36:18.0,36:30.0,36:30.0,36:30.0,12,12,,1,0,0,1,Calculate part in proportion with fractions,4
91617,121874,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-042,1,EquationAnswer,38:12.0,38:16.0,38:16.0,38:16.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,5
91689,121946,35jI12H,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-100,1,EquationAnswer,42:58.0,43:01.0,43:01.0,43:01.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,6
96864,129127,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,42:25.0,42:31.0,42:31.0,42:31.0,6,6,,1,0,0,1,Calculate part in proportion with fractions,1
96901,129164,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-182,1,EquationAnswer,51:17.0,51:21.0,51:21.0,51:21.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,2
96925,129188,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-135,1,EquationAnswer,53:18.0,53:30.0,53:30.0,53:30.0,12,12,,1,0,0,1,Calculate part in proportion with fractions,3
96974,129237,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-150,1,EquationAnswer,31:43.0,31:47.0,31:47.0,31:47.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,4
96986,129249,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-063,1,EquationAnswer,32:39.0,32:43.0,32:43.0,32:43.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,5
97023,129286,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-040,1,EquationAnswer,36:54.0,36:59.0,36:59.0,36:59.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,6
97036,129299,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-098,1,EquationAnswer,38:40.0,38:43.0,38:43.0,38:43.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,7
97048,129311,59v7i97,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-126,1,EquationAnswer,39:45.0,39:49.0,39:49.0,39:49.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,8
101291,134664,7BJfpoV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,09:14.0,09:19.0,09:19.0,09:19.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,1
101329,134702,7BJfpoV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-131,1,EquationAnswer,15:09.0,15:11.0,15:11.0,15:11.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,2
101353,134726,7BJfpoV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-030,1,EquationAnswer,16:56.0,16:57.0,16:57.0,16:57.0,1,1,,1,0,0,1,Calculate part in proportion with fractions,3
101378,134751,7BJfpoV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-174,1,EquationAnswer,19:00.0,19:18.0,19:18.0,19:18.0,18,18,,1,0,0,1,Calculate part in proportion with fractions,4
101391,134764,7BJfpoV,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-047,1,EquationAnswer,20:44.0,20:46.0,20:46.0,20:46.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,5
107494,142769,7gi78ec,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,37:59.0,38:01.0,38:01.0,38:01.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,1
107531,142806,7gi78ec,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-131,1,EquationAnswer,49:25.0,49:33.0,49:33.0,49:33.0,8,8,,1,0,0,1,Calculate part in proportion with fractions,2
107555,142830,7gi78ec,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-112,1,EquationAnswer,53:02.0,53:10.0,53:10.0,53:10.0,8,8,,1,0,0,1,Calculate part in proportion with fractions,3
111419,148022,7LZr10z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,02:33.0,02:39.0,02:39.0,02:39.0,6,6,,1,0,0,1,Calculate part in proportion with fractions,1
111458,148061,7LZr10z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-179,1,EquationAnswer,11:25.0,11:28.0,11:28.0,11:28.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,2
111482,148085,7LZr10z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-088,1,EquationAnswer,13:50.0,13:52.0,13:52.0,13:52.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,3
111494,148097,7LZr10z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-174,1,EquationAnswer,14:29.0,14:40.0,14:40.0,14:40.0,11,11,,1,0,0,1,Calculate part in proportion with fractions,4
111530,148133,7LZr10z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-193,1,EquationAnswer,18:52.0,18:55.0,18:55.0,18:55.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,5
111542,148145,7LZr10z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-176,1,EquationAnswer,19:47.0,19:49.0,19:49.0,19:49.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,6
118524,157563,c71bRSy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,09:16.0,09:32.0,09:32.0,09:32.0,16,16,,1,0,0,1,Calculate part in proportion with fractions,1
118567,157606,c71bRSy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-055,1,EquationAnswer,18:37.0,18:42.0,18:42.0,18:42.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,2
118579,157618,c71bRSy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-137,1,EquationAnswer,19:26.0,19:36.0,19:36.0,19:36.0,10,10,,1,0,0,1,Calculate part in proportion with fractions,3
118615,157654,c71bRSy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-030,1,EquationAnswer,22:53.0,22:58.0,22:58.0,22:58.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,4
118627,157666,c71bRSy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-162,1,EquationAnswer,24:04.0,24:06.0,24:06.0,24:06.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,5
118639,157678,c71bRSy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-057,1,EquationAnswer,25:03.0,25:05.0,25:05.0,25:05.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,6
118663,157702,c71bRSy,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-134,1,EquationAnswer,26:21.0,26:25.0,26:25.0,26:25.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,7
123925,164514,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,26:56.0,27:00.0,27:11.0,27:11.0,8,,8,0,0,1,1,Calculate part in proportion with fractions,1
123938,164527,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-155,1,EquationAnswer,37:41.0,37:46.0,39:55.0,39:55.0,30,,30,0,4,1,1,Calculate part in proportion with fractions,2
123962,164551,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-105,1,EquationAnswer,42:40.0,42:43.0,42:43.0,42:43.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,3
123999,164588,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-124,1,EquationAnswer,48:42.0,48:52.0,48:52.0,48:52.0,10,10,,1,0,0,1,Calculate part in proportion with fractions,4
124024,164613,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-094,1,EquationAnswer,02:37.0,02:40.0,02:40.0,02:40.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,5
124036,164625,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-181,1,EquationAnswer,03:50.0,04:01.0,04:01.0,04:01.0,11,11,,1,0,0,1,Calculate part in proportion with fractions,6
124072,164661,C76m01z,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-188,1,EquationAnswer,10:43.0,10:44.0,10:44.0,10:44.0,1,1,,1,0,0,1,Calculate part in proportion with fractions,7
128774,171341,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,41:55.0,42:24.0,42:24.0,42:24.0,29,29,,1,0,0,1,Calculate part in proportion with fractions,1
128826,171393,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-135,1,EquationAnswer,31:02.0,31:11.0,31:11.0,31:11.0,9,9,,1,0,0,1,Calculate part in proportion with fractions,2
128838,171405,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-009,1,EquationAnswer,32:14.0,32:19.0,32:19.0,32:19.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,3
128862,171429,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-014,1,EquationAnswer,35:20.0,35:25.0,35:25.0,35:25.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,4
128898,171465,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-165,1,EquationAnswer,38:50.0,38:51.0,38:51.0,38:51.0,0.5,0.5,,1,0,0,1,Calculate part in proportion with fractions,5
128910,171477,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-047,1,EquationAnswer,39:51.0,39:56.0,39:56.0,39:56.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,6
128934,171501,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-170,1,EquationAnswer,42:17.0,42:19.0,42:19.0,42:19.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,7
128946,171513,E9dzBix,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-044,1,EquationAnswer,43:32.0,44:05.0,44:05.0,44:05.0,33,33,,1,0,0,1,Calculate part in proportion with fractions,8
134546,178680,F713eQN,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,53:19.0,53:23.0,53:52.0,53:52.0,19,,19,0,1,0,1,Calculate part in proportion with fractions,1
134559,178693,F713eQN,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-182,1,EquationAnswer,56:58.0,57:09.0,57:47.0,57:47.0,25,,25,0,1,1,1,Calculate part in proportion with fractions,2
134572,178706,F713eQN,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-173,1,EquationAnswer,00:03.0,00:21.0,00:21.0,00:21.0,18,18,,1,0,0,1,Calculate part in proportion with fractions,3
134622,178756,F713eQN,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-007,1,EquationAnswer,16:40.0,16:46.0,16:46.0,16:46.0,6,6,,1,0,0,1,Calculate part in proportion with fractions,4
140756,186584,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,42:48.0,42:51.0,42:51.0,42:51.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,1
140794,186622,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-163,1,EquationAnswer,05:24.0,05:28.0,05:28.0,05:28.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,2
140806,186634,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-165,1,EquationAnswer,07:42.0,07:54.0,07:54.0,07:54.0,12,12,,1,0,0,1,Calculate part in proportion with fractions,3
140842,186670,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-046,1,EquationAnswer,11:54.0,12:05.0,12:05.0,12:05.0,11,11,,1,0,0,1,Calculate part in proportion with fractions,4
140854,186682,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-082,1,EquationAnswer,13:17.0,13:20.0,13:20.0,13:20.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,5
140866,186694,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-010,1,EquationAnswer,15:59.0,16:07.0,16:07.0,16:07.0,8,8,,1,0,0,1,Calculate part in proportion with fractions,6
140890,186718,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-115,1,EquationAnswer,18:23.0,18:25.0,18:25.0,18:25.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,7
140914,186742,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-088,1,EquationAnswer,20:22.0,20:26.0,20:26.0,20:26.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,8
140926,186754,hop791a,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-011,1,EquationAnswer,21:14.0,21:16.0,21:16.0,21:16.0,2,2,,1,0,0,1,Calculate part in proportion with fractions,9
143973,191644,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,09:35.0,09:42.0,09:42.0,09:42.0,7,7,,1,0,0,1,Calculate part in proportion with fractions,1
143998,191669,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-116,1,EquationAnswer,19:43.0,19:54.0,19:54.0,19:54.0,11,11,,1,0,0,1,Calculate part in proportion with fractions,2
144006,191677,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-103,1,EquationAnswer,21:27.0,21:54.0,21:54.0,21:54.0,27,27,,1,0,0,1,Calculate part in proportion with fractions,3
144070,191741,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-168,1,EquationAnswer,31:07.0,31:15.0,31:15.0,31:15.0,8,8,,1,0,0,1,Calculate part in proportion with fractions,4
144082,191753,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-100,1,EquationAnswer,33:11.0,33:18.0,33:18.0,33:18.0,7,7,,1,0,0,1,Calculate part in proportion with fractions,5
144094,191765,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-128,1,EquationAnswer,34:55.0,34:56.0,34:56.0,34:56.0,1,1,,1,0,0,1,Calculate part in proportion with fractions,6
144130,191801,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-051,1,EquationAnswer,38:41.0,38:46.0,38:46.0,38:46.0,5,5,,1,0,0,1,Calculate part in proportion with fractions,7
144142,191813,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-200,1,EquationAnswer,39:39.0,39:42.0,39:42.0,39:42.0,3,3,,1,0,0,1,Calculate part in proportion with fractions,8
144154,191825,i0PeR6q,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-033,1,EquationAnswer,40:50.0,40:54.0,40:54.0,40:54.0,4,4,,1,0,0,1,Calculate part in proportion with fractions,9
150210,199844,MYmjG5R,"Unit RATIO-PROPORTION, Section RATIO-PROPORTION-3",RATIO3-001,1,EquationAnswer,27:41.0,27:57.0,27:57.0,36:35.0,28,28,,1,0,1,2,Calculate part in proportion with fractions,1
